School,Author,Title,Dynasty,Content,School_e,Author_e,Title_e,Content_e
边塞,高适,三君咏 其三 狄梁公,唐,梁公乃贞固，勋烈垂竹帛。昌言太后朝，潜运储君策。待贤开相府，共理登方伯。至今青云人，犹是门下客。,Frontier fortress,high fitness,Three Monarchs Chanting His Three Di Lianggong,"Liang Gong is steadfast, and honorable and strong. Chang Yan, the Empress Dowager, secretly transported the prince's policy. Wait for the virtuous to open the prime minister's mansion, and work together to manage Fangbo. Up to now, people from Qingyun are still under the door."
边塞,高适,双六头赋送李参军,唐,有物兮四方故城，六面砥平，白质黑文，花攒星明。主张尔手谈，决断尔心争，推得失似关乎天命，而消息乃用乎人情。若行之尤，思之精，虽邂逅而小比，必指掌而大亨。李侯李侯保令名，无怨败于垂成。明年傥有一掷分，君不先鸣谁先鸣？,Frontier fortress,high fitness,Double six-headed gift to Li Canjun,"There are things in the ancient city of the four directions, six sides are flat, white and black, and flowers are full of stars. It is advocated that you can talk with your hands, and you can decide with your heart. It seems to be related to destiny, but news is based on human feelings. If you do it well, you have the essence of thinking, even if you meet by chance, you will become a small comparison, and you will know it well and become a tycoon. Lihou Lihou protects his name, and he loses without complaint. Next year there will be a game of throwing points, who will call first if you don’t?"
边塞,高适,见薛大臂鹰作,唐,寒楚十二月，苍鹰八九毛。寄言燕雀莫相啅，自有云霄万里高。,Frontier fortress,high fitness,See Xue Daarm Eagle,"In cold Chu December, goshawks are eight or nine hairs. Send a message that the sparrows don't groan at each other, they are as high as the clouds."
边塞,高适,东平路中遇大水,唐,天灾自古有，昏垫弥今秋。霖霪溢川原，澒洞涵田畴。指途适汶阳，挂席经芦洲。永望齐鲁郊，白云何悠悠。傍沿钜野泽，大水纵横流。虫蛇拥独树，麋鹿奔行舟。稼穑随波澜，西成不可求。室居相枕藉，蛙黾声啾啾。仍怜穴蚁漂，益羡云禽游。农夫无倚着，野老生殷忧。圣主当深仁，庙堂运良筹。仓廪终尔给，田租应罢收。我心胡郁陶，征旅亦悲愁。纵怀济时策，谁肯论吾谋。,Frontier fortress,high fitness,Flood in the middle of Dongping Road,"Natural disasters have existed since ancient times, and this autumn has been lost in obscurity. Lin Yu overflows the plains of Sichuan, and the caves cover the fields. The way is suitable for Wenyang, and the banquet passes through Luzhou. Looking forward to the suburbs of Qilu forever, the white clouds are so long. Along the Juye Ze, the water flows vertically and horizontally. Insects and snakes embrace a single tree, and elks run on boats. Farming follows the waves, and success in the west is impossible to ask for. The room is full of pillows, and the frog strider is chirping. I still pity the ants floating in the cave, and I am envious of the birds swimming in the clouds. The farmer has nothing to rely on, and the wild old man is worried. The Holy Lord should be benevolent, and the temple will be lucky. The granary will be given to you at last, and the land rent should be stopped. My heart is full of depression, and my travels are also sad. Who is willing to discuss my plan when we are thinking about the current policy."
边塞,高适,东平路作三首 其一,唐,南图适不就，东走岂吾心。索索凉风动，行行秋水深。蝉鸣木叶落，兹夕更愁霖。,Frontier fortress,high fitness,Dongping Road as one of the three,"If the southern map is suitable, it is not my heart to go east. The cool wind moves, and the water is deep in autumn. The cicadas sing and the leaves fall, making me more worried about the rain in the evening."
边塞,高适,东平路作三首 其二,唐,明时好画策，动欲干王公。今日无成事，依依亲老农。扁舟向何处？吾爱汶阳中。,Frontier fortress,high fitness,Dongping Road as the second of three,"Tomorrow is a good strategy, and I want to be a prince. Nothing happened today, Yiyi kisses the old farmer. Where is the boat heading? I love Wenyangzhong."
边塞,高适,东平路作三首 其三,唐,清旷凉夜月，裴回孤客舟。渺然风波上，独爱前山秋。秋至复摇落，空令行者愁。,Frontier fortress,high fitness,Dongping Road as the first of three,"In the clear and cool night and the moon, Pei returned to the lonely passenger boat. However, on the turmoil, I only love Qianshanqiu. The autumn solstice shakes and falls again, and the sky makes the traveler worry."
边塞,高适,古大梁行,唐,古城莽苍饶荆榛，驱马荒城愁杀人。魏王宫观尽禾黍，信陵宾客随灰尘。忆昨雄都旧朝市，轩车照耀歌钟起。军容带甲三十万，国步连营一千里。全盛须臾那可论，高台曲池无复存。遗墟但见狐狸迹，古地空馀草木根。暮天摇落伤怀抱，倚剑悲歌对秋草。侠客犹传朱亥名，行人尚识夷门道。白璧黄金万户侯，宝刀骏马填山丘。年代凄凉不可问，往来唯有水东流。,Frontier fortress,high fitness,ancient beam line,"The ancient city is mangcang and spares Jing Zhen, driving horses to the deserted city to worry about killing people. Wei Wang Palace sees all the corn and millet, and the guests of Xinling follow the dust. Recalling the old morning market in Xiongdu yesterday, the car was shining and singing. The military capacity is 300,000, and the national battalion is 1,000 miles. It can be said that it can be said for a moment in its heyday, and the high platform and Quchi will not survive again. There are only traces of foxes in the ruins, and there are no grass and trees left in the ancient land. Mu Tian shook his arms in sorrow, leaning on his sword and singing an elegy to the autumn grass. The knight-errant is still known as Zhu Hai, and pedestrians still know the way of the barbarians. White biscuits and gold are thousands of households, and swords and horses fill the hills. The age is bleak and unquestionable, and the only way to communicate is to flow eastward."
边塞,高适,古歌行,唐,君不见汉家三叶从代至，高皇旧臣多富贵。天子垂衣方晏如，庙堂拱手无馀议。苍生偃卧休征战，露台百金以为费。田舍老翁不出门，洛阳少年莫论事。,Frontier fortress,high fitness,Gu Ge Xing,"Don't you see that the three leaves of the Han family have been from generation to generation, and the old officials of the high emperor are so rich and noble. Fang Yanru, the son of heaven hanging down his clothes, has nothing to say about the temple. The common people lie down and go to war, and the terrace is worth a hundred gold. The old man in the farmhouse doesn't go out, and the young man in Luoyang doesn't talk about things."
边塞,高适,平台夜遇李景参有别,唐,离心忽怅然，策马对秋天。孟诸薄暮凉风起，归客相逢渡睢水。昨时携手已十年，今日分途各千里。岁物萧条满路岐，此行浩荡令人悲。家贫羡尔有微禄，欲往从之何所之。,Frontier fortress,high fitness,Meeting Li Jingshen at night on the platform is different,"Centrifugal and suddenly sad, ride the horse to the autumn. In the evening of Meng Zhu, the cool breeze blows, and the returning guests meet and cross the Sui River. It has been ten years since we joined hands yesterday, and today we are separated by thousands of miles. Years of depression are full of Qi, and this trip is so turbulent that it is sad. The family is poor and envied that you have a little salary, so where should you go?"
边塞,高适,同马太守听九思法师讲金刚经,唐,吾师晋阳宝，杰出山河最。途经世谛间，心到空王外。鸣钟山虎伏，说法天龙会。了义同建瓴，梵法若吹籁。深知亿劫苦，善喻恒沙大。舍施割肌肤，攀缘去亲爱。招提何清净，良牧驻轻盖。露冕众香中，临人觉苑内。心持佛印久，标割魔军退。愿开初地因，永奉弥天对。,Frontier fortress,high fitness,Listening to Master Jiusi lecture on the Diamond Sutra with Ma Taishou,"My teacher, Jinyang Bao, is the most outstanding. Passing through the truth of the world, the heart goes beyond the king of emptiness. Ring the bell and the mountain tiger crouches, saying that the Tianlonghui will come. If the meaning is the same, the Sanskrit Dharma is like a melody. Deeply aware of the suffering of billions of kalpas, he is good at describing Hengsha as great. Donate to cut the skin, climb to love. How clean it is to recruit, and the good herds are stationed in the light cover. Crowned among the fragrances, in Linren Jueyuan. Hold the Buddha's seal in your heart for a long time, and the demon army will retreat. May the cause of the beginning of the earth be forever honored."
边塞,高适,同吕判官从哥舒大夫破洪济城回登积石军多福七级浮图,唐,塞口连浊河，辕门对山寺。宁知鞍马上，独有登临事。七级凌太清，千崖列苍翠。飘飘方寓目，想像见深意。高兴殊未平，凉风飒然至。拔城阵云合，转旆胡星坠。大将何英灵，官军动天地。君怀生羽翼，本欲附骐骥。款段苦不前，清冥信难致。一歌阳春后，三叹终自愧。,Frontier fortress,high fitness,Judge Lu returned to Dengji Stone Army's Duofu seventh-level pagoda from Dr. Geshu's Po Hongji City,"The mouth is connected to the Zhuohe River, and the Yuanmen is opposite the mountain temple. Ning Zhi's pommel horse is the only thing that can be boarded. The seventh level is Ling Taiqing, and thousands of cliffs are verdant. Piao Piao Fang is eye-catching, imagination sees deep meaning. The joy is not flat, and the cool breeze is blowing. The city is pulled out, the clouds are combined, and the stars are falling. General He Yingling, the officers and soldiers moved the world. Jun Huai gave birth to wings, and originally wanted to attach Qi Ji. It's hard to get ahead if you don't make money, and it's hard to believe in Qingming. After a song of Yangchun, three sighs and finally feel ashamed."
边塞,高适,同吕员外酬田著作幕门军西宿盘山秋夜作,唐,碛路天早秋，边城夜应永。遥传戎旅作，已报关山冷。上将顿盘阪，诸军遍泉井。绸缪阃外书，慷慨幕中请。能使勋业高，动令氛雾屏。远途能自致，短步终难骋。羽翮时一看，穷愁始三省。人生感然诺，何啻若形影。白发知苦心，阳春见佳境。星河连塞络，刁斗兼山静。忆君霜露时，使我空引领。,Frontier fortress,high fitness,Written by Lu Yuan Wai Futian,"The Qilu road is in early autumn, and the night in the border town should be forever. It is said that the work of the military brigade has been reported to be cold in the mountains. The general stopped Panban, and the army spread all over the springs and wells. Preparing for the book outside the room, please be generous in the scene. It can make the honor high and move the fog screen. A long distance can be self-sufficient, but a short step is difficult. When Yuhe looked at it, he began to worry about poverty. The sense of life is like a promise, but it is like a shadow. White hair knows painstaking efforts, Yangchun sees a good place. The stars and rivers are connected, and the mountains are quiet. When recalling the frost and dew, let me lead the way."
边塞,高适,同观陈十六史兴碑,唐,荆衡气偏秀，江汉流不歇。此地多精灵，有时生才杰。伊人今独步，逸思能间发。永怀掩风骚，千载常矻矻。新碑亦崔嵬，佳句悬日月。则是刊石经，终然继梼杌。我来观雅制，慷慨变毛发。季主尽荒淫，前王徒贻厥。东周既削弱，两汉更沦没。西晋何披猖，五胡相唐突。作歌乃彰善，比物仍恶讦。感叹将谓谁，对之空咄咄。,Frontier fortress,high fitness,Simultaneous viewing of Chen Shiliu's stele,"Jing Heng's spirit is delicate, and Jiang Han's flow is endless. There are many elves here, and sometimes there are outstanding talents. Yiren is unique today, and Yisi can be sent out in time. Yonghuai hides the coquettishness, and is always humble for thousands of years. The new stele is also Cui Wei, with good sentences hanging from the sun and the moon. It is the publication of the Stone Classics, which will eventually follow the 梼杌. I come to observe the elegance and change the hair generously. The master of the season is full of licentiousness, and the former king is only a fool. The Eastern Zhou Dynasty was weakened, and the Han Dynasty was even more lost. In the Western Jin Dynasty, He Phi was rampant, and the Wuhu was abrupt. To sing is to show goodness, but to compare things is still to criticize evil. Exclamation will be called, aggressive to it."
边塞,高适,同李九士曹观壁画云作,唐,始知帝乡客，能画苍梧云。秋天万里一片色，只疑飞尽犹氛氲。,Frontier fortress,high fitness,Compose with Li Jiushi and Cao Guan murals,"Only then did I know that the emperor's countryman could draw Cangwu clouds. In autumn, thousands of miles are full of colors, only suspicion is flying away."
边塞,高适,同李员外贺哥舒大夫破九曲之作,唐,遥传副丞相，昨日破西蕃。作气群山动，扬军大旆翻。奇兵邀转战，连孥绝归奔。泉喷诸戎血，风驱死虏魂。头飞攒万戟，面缚聚辕门。鬼哭黄埃暮，天愁白日昏。石城与岩险，铁骑皆云屯。长策一言决，高踪百代存。威棱慑沙漠，忠义感乾坤。老将黯无色，儒生安敢论。解围凭庙算，止杀报君恩。唯有关河渺，苍茫空树墩。,Frontier fortress,high fitness,"Together with Li Yuanwai, Dr. He Geshu breaks nine songs","It is said that the deputy prime minister broke Xifan yesterday. The mountains are moving with arrogance, and the Yang army is overturned. The strange soldiers were invited to fight, and the daughter-in-law returned. The spring sprays the blood of the soldiers, and the wind drives away the souls of the captives. The head flies to save thousands of halberds, and the face is tied to the gate of Juyuan. Ghosts cry Huangai at dusk, and the sky worries about day and night. Stone city and rock danger, iron cavalry are all Yuntun. A long-term strategy is decided with one word, and the high track survives for generations. Deterrence of the desert, loyalty to the universe. The old general is dark and colorless, but the Confucian scholars dare to talk about it. Relief depends on the temple, stop killing and repay the king's favor. Only the Guanhe River is slim, and the vast empty tree stumps."
边塞,高适,同房侍御山园新亭与邢判官同游,唐,隐隐春城外，朦胧陈迹深。君子顾榛莽，兴言伤古今。决河导新流，疏径踪旧林。开亭俯川陆，时景宜招寻。肃穆逢使轩，夤缘事登临。忝游芝兰室，还对桃李阴。岸远白波来，气喧黄鸟吟。因睹歌颂作，始知经济心。灌坛有遗风，单父多鸣琴。谁为久州县，苍生怀德音。,Frontier fortress,high fitness,The same room attendant Yushanyuan Xinting and Xing judge travel together,"Faintly outside the spring city, there are deep traces of the past. The gentleman, Gu Zhenmang, speaks to hurt the past and the present. Break the river to guide the new flow, and the path to trace the old forest. When the pavilion is open and overlooks the river and land, it is advisable to search for the time. Su Mu meets the envoy's pavilion, and fate comes to the fore. Visit Zhilan Room, but also Yin Taoli. The shore is far away with white waves coming, and the air is noisy and the yellow birds are singing. Because of seeing the praises, I know the economic heart. There is a legacy in Guantan, and the single father plays the piano more often. Who is Jiuzhou County, the common people Huaideyin."
边塞,高适,同河南李少尹毕员外宅夜饮时洛阳告捷遂作春酒歌,唐,故人美酒胜浊醪，故人清词合风骚。长歌满酌惟吾曹，高谈正可挥麈毛。半醉忽然持蟹螯，洛阳告捷倾前后。武侯腰间印如斗，郎官无事时饮酒。杯中绿蚁吹转来，瓮上飞花拂还有。前年持节将楚兵，去年留司在东京。今年复拜二千石，盛夏五月西南行。彭门剑门蜀山里，昨逢军人劫夺我。到家但见妻与子，赖得饮君春酒数十杯，不然令我愁欲死。,Frontier fortress,high fitness,"When drinking with Li Shaoyin and Bi Yuan from Henan at night in the foreign house, Luoyang won the victory and composed a spring wine song","The old man's fine wine is better than the turbid mash, and the old man's clear words are coquettish. The long song is full of discretion, but I am Cao, and the high talk can be swayed. Half-drunk suddenly holding crab claws, Luoyang is victorious and leaning back and forth. Wuhou's waist is like a bucket, and Lang Guan drinks when he is free. The green ants in the cup are blowing, and the flying flowers on the urn are still there. The year before last, Chu Bing, who held the festival, stayed in Tokyo last year. This year, I will pay homage to the two thousand stones, and travel southwest in May in midsummer. In the Shu Mountains of Pengmen and Jianmen, soldiers robbed me yesterday. When I get home, I see my wife and son, so I have to drink dozens of cups of Junchun wine, otherwise I will die of sorrow."
边塞,高适,同诸公登慈恩寺浮图,唐,香界泯群有，浮图岂诸相。登临骇孤高，披拂欣大壮。言是羽翼生，迥出虚空上。顿疑身世别，乃觉形神王。宫阙皆户前，山河尽檐向。秋风昨夜至，秦塞多清旷。千里何苍苍，五陵郁相望。盛时惭阮步，末宦知周防。输效独无因，斯焉可游放。,Frontier fortress,high fitness,Climbing the pagoda of Ci'en Temple with the princes,"The world of incense is obliterated, but the floating map is not the same. Climb to the lonely heights, and feel great and strong. The words are wings, flying out of the void. Suspected of different backgrounds, he is the King of Jue Xing Shen. The palaces and palaces are all in front of the households, and the mountains and rivers are full of eaves. The autumn wind arrived last night, and Qin Saiduo was clear and open. Thousands of miles away, the five tombs look at each other gloomy. In the prime of life, he was ashamed of Ruan Bu, but at the end of the eunuch he knew Zhou Fang. There is no reason for the infusion effect alone, so how can you let it go."
边塞,高适,同敬八卢五汎河间清河,唐,清川在城下，沿汎多所宜。同济惬数公，玩物欣良时。飘飖波上兴，燕婉舟中词。昔陟乃平原，今来忽涟漪。东流达沧海，西流延滹池。云树共晦明，井邑相逶迤。稍随归月帆，若与沙鸥期。渔父更留我，前潭水未滋。,Frontier fortress,high fitness,Tongjing Balu Wu Fan Hejian Qinghe,"Qingchuan is under the city, and there are many places along the pan. Tongji is happy for a few days, and the playthings are happy. Floating on the waves, Yan Wanzhou is in the middle of the word. In the past, Zhizhi was a plain, but now it is suddenly rippled. It flows to the sea in the east, and flows to Yanhu Lake in the west. The clouds and trees are dark and bright, and the wells and towns are meandering. Returning to the moon with a little sail, if you are in the same period as the sand gull. The fisherman kept me even more, the water in the front pool was not growing."
边塞,高适,同韩四薛三东亭玩月,唐,远游怅不乐，兹赏吾道存。款曲故人意，辛勤清夜言。东亭何寥寥，佳境无朝昏。阶墀近洲渚，户牖当郊原。矧乃穷周旋，游时怡讨论。树阴荡瑶瑟，月气延清尊。明河带飞雁，野火连荒村。对此更愁予，悠哉怀故园。,Frontier fortress,high fitness,Playing the moon with Han Sixue Sandong Pavilion,"If you travel far away, you will be unhappy, and I will appreciate my way. The songs are sincere, and the words are hard and clear at night. There are so few east pavilions, and there is no morning and evening in the beautiful scenery. The steps are close to Zhouzhu, and the households are in the suburbs. You Shiyi discusses the situation. The shade of the tree is dangling, and the moon is shining. Minghe brings flying geese, and wildfire connects deserted villages. I am even more worried about this, and I cherish my hometown leisurely."
边塞,高适,同群公出猎海上,唐,畋猎自古昔，况伊心赏俱。偶与群公游，旷然出平芜。层阴涨溟海，杀气穷幽都。鹰隼何翩翩，驰骤相传呼。豺狼窜榛莽，麋鹿罹艰虞。高鸟下骍弓，困兽斗匹夫。尘惊大泽晦，火燎深林枯。失之有馀恨，获者无全躯。咄彼工拙间，恨非指踪徒。犹怀老氏训，感叹此欢娱。,Frontier fortress,high fitness,The same group of men went hunting at sea,"Hunting since ancient times, Kuang Yixin appreciates it all. I even traveled with a group of publics, and I came out of Pingwu in an open space. Layers of yin rise in the dark sea, and the murderous aura is poor and secluded. The hawks and falcons are dancing, calling each other at a gallop. Jackals run wild, and elks are in danger. The tall bird lowers its bow, and the trapped beast fights each other. The dust frightens the big lake and makes the lake dark, and the fire burns deep and the forest withers. If you lose, you will hate, but if you gain, you will have no body. He is clumsy and hates not being a follower. I still cherish the old teachings and sigh this joy."
边塞,高适,同群公秋登琴台,唐,古迹使人感，琴台空寂寥。静然顾遗尘，千载如昨朝。临眺自兹始，群贤久相邀。德与形神高，孰知天地遥。四时何倏忽，六月鸣秋蜩。万象归白帝，平川横赤霄。犹是对夏伏，几时有凉飙。燕雀满檐楹，鸿鹄抟扶摇。物性各自得，我心在渔樵。兀然还复醉，尚握尊中瓢。,Frontier fortress,high fitness,The same group of male autumn on the piano stage,"The monuments are touching, but the Qintai is empty and lonely. Quietly looking at Yichen, thousands of years are like yesterday. Since the beginning of the view, the group of sages has been invited for a long time. Virtue and form are high, who knows the distance between heaven and earth. How sudden is the four o'clock, and the sound of autumn in June. Vientiane belongs to Baidi, and Pingchuan crosses Chixiao. Still facing Xia Fu, when will there be coldness. The eaves are covered with sparrows, and the swans are flying. Each has its own property, and my heart is in fishing and woodcutters. Suddenly, he was still drunk, and he still held the honored ladle."
边塞,高适,同群公题张处士菜园,唐,耕地桑柘间，地肥菜常熟。为问葵藿资，何如庙堂肉。,Frontier fortress,high fitness,The same group question Zhang Chushi Vegetable Garden,"Among the mulberry and zhe cultivated land, the fertilized vegetables are often cooked. In order to ask Kui Huozi, how is it like temple meat."
边塞,高适,同群公题郑少府田家,唐,郑侯应悽惶，五十头尽白。昔为南昌尉，今作东郡客。与语多远情，论心知所益。秋林既清旷，穷巷空淅沥。蝶舞园更闲，鸡鸣日云夕。男儿未称意，其道固无适。劝君且杜门，勿叹人事隔。,Frontier fortress,high fitness,The same group asked Zheng Shaofu Tian's family,"Zheng Houying was terrified, his fifty heads were all white. In the past, he was Nanchang Wei, but now he is a guest of Dongjun. How far away is the relationship with the language, and it is beneficial to know what the heart knows. The autumn forest is clear and open, and the poor alleys are empty. The Butterfly Dance Garden is more leisurely, and the rooster crows day and night. If the man is not satisfied, his way is definitely not suitable. Advise the king and Dumen, don't lament the separation of personnel and affairs."
边塞,高适,同鲜于洛阳于毕员外宅观画马歌,唐,知君爱鸣琴，仍好千里马。永日恒思单父中，有时心到宛城下。遇客丹青天下才，白生胡雏控龙媒。主人娱宾画障开，只言骐骥西极来。半壁䟃?势不住，满堂风飘飒然度。家僮愕视欲先鞭，枥马惊嘶还屡顾。始知物妙皆可怜，燕昭市骏岂徒然。纵令剪拂无所用，犹胜驽骀在眼前。,Frontier fortress,high fitness,Watching Horse Songs in Luoyang in Bi Yuan's House with Xian,"Zhijun loves to play the piano, but he still likes a thousand-mile horse. Yongriheng thinks about the single father, and sometimes his heart goes to the city of Wan. When you meet a guest, Danqing is a talented person in the world, and Baisheng Huchu controls the dragon matchmaker. The master entertained the guests and painted barriers, only saying that Qi Ji came to the West. Half the wall? The momentum couldn't hold back, and the wind was blowing all over the room. The family boy stared in astonishment and wanted to whip first, but the Tochi horse neighed in shock and repeatedly looked at it. When I first realized that everything is wonderful, it is pitiful, and Yan Zhao Shijun is in vain. Even if scissors and whisks are useless, it is still better than a scorpion in front of your eyes."
边塞,高适,同薛司直诸公秋霁曲江俯见南山作,唐,南山郁初霁，曲江湛不流。若临瑶池前，想望昆崙丘。回首见黛色，眇然波上秋。深沈俯峥嵘，清浅延阻修。连潭万木影，插岸千岩幽。杳霭信难测，渊沦无暗投。片云对渔父，独鸟随虚舟。我心寄青霞，世事惭白鸥。得意在乘兴，忘怀非外求。良辰自多暇，欣与数子游。,Frontier fortress,high fitness,"Together with Xue Sizhi, Zhugong Qiuji and Qujiang looked down at Nanshan to write","Nanshan Yu Chuji, Qujiang Zhan does not flow. If you are in front of Yaochi, you want to look at Kunlun Hill. Looking back, I see Dai color, and the waves are in the autumn. Deep and towering, clear and shallow, delaying and resisting repair. There are thousands of shadows in the pond, and thousands of rocks on the shore are secluded. It's unpredictable if you don't believe in it, and there's no hidden cast in the deep. The piece of cloud faces the fisherman, and the lone bird follows the empty boat. I send Qingxia in my heart, and I am ashamed of the white gull in the world. Complacency lies in taking pleasure, forgetting is not seeking outside. Good day since many free time, happy and few child tour."
边塞,高适,在哥舒大夫幕下请辞退托兴奉诗,唐,自从嫁与君，不省一日乐。遣妾作歌舞，好时还道恶。不是妾无堪，君家妇难作。下堂辞君去，去后君莫错。,Frontier fortress,high fitness,"Under the cover of Dr. Ge Shu, please dismiss Tuo Xing for poetry","Ever since I married you, I have had a good day without thinking about it. Sending concubines to sing and dance, good times and evil. It's not that a concubine is unbearable, but a wife in your house is hard to do. Go to the next hall to say goodbye to you, and don't make any mistakes after you go."
边塞,高适,杂曲歌辞 行路难二首 其二,唐,长安少年不少钱，能骑骏马鸣金鞭。五侯相逢大道边，美人弦管争留连。黄金如斗不敢惜，片言如山莫弃捐。安知憔悴读书者，暮宿虚台私自怜。,Frontier fortress,high fitness,Miscellaneous Songs and Lyrics,"The young man in Chang'an has a lot of money, and he can ride a horse and win the golden whip. The five princes meet on the side of the avenue, and the beauties compete to linger. Gold is like a fight without daring to cherish, a word is like a mountain, don't give up. An Zhi is haggard and haggard, a scholar who stays on the empty platform at night and feels sorry for himself."
边塞,高适,杂曲歌辞 蓟门行五首 其一,唐,茫茫长城外，日没更烟尘。胡骑虽凭陵，汉兵不顾身。古树满空塞，黄云愁杀人。,Frontier fortress,high fitness,Miscellaneous Songs and Lyrics: One of the Five Poems of Journey to Jimen,"Outside the vast Great Wall, there is no more smoke and dust. Although Hu Qi relied on the mausoleum, the Han soldiers did not care about themselves. The ancient trees filled the air, and Huang Yunchou killed people."
边塞,高适,杂曲歌辞 蓟门行五首 其二,唐,汉家能用武，开拓穷异域。戍卒厌糠覈，降胡饱衣食。开亭试一望，吾欲涕沾臆。,Frontier fortress,high fitness,"Miscellaneous Songs and Lyrics: Jimen Xing, the second of five poems","The Han family can use martial arts to open up poor and exotic lands. The soldiers in the garrison are disgusted with chaff and seeds, and they are full of food and clothing. Open the pavilion and try it out, I want to burst into tears."
边塞,高适,自武威赴临洮谒大夫不及因书即事寄河西陇右幕下诸公,唐,浩荡去乡县，飘飖瞻节旄。扬鞭发武威，落日至临洮。主人未相识，客子心忉忉。顾见征战归，始知士马豪。戈鋋耀崖谷，声气如风涛。隐轸戎旅间，功业竞相褒。献状陈首级，飨军烹太牢。俘囚驱面缚，长幼随颠毛。毡裘何蒙茸，血食本膻臊。汉将乃儿戏，秦人空自劳。立马眺洪河，惊风吹白蒿。云屯寒色苦，雪合群山高。远戍际天末，边烽连贼壕。我本江海游，逝将心利逃。一朝感推荐，万里从英髦。飞鸣盖殊伦，俯仰忝诸曹。燕颔知有待，龙泉惟所操。相士惭入幕，怀贤愿同袍。清抡挥麈尾，乘酣持蟹螯。此行岂易酬，深意方郁陶。微效傥不遂，终然辞佩刀。,Frontier fortress,high fitness,"From Wuwei to Lintao to pay homage to the doctor, it is not enough to send the book to all the princes under the curtain of Longyou in Hexi","Go to the villages and counties in a mighty way, and look forward to the festival. Raise the whip to show off the might of Wu, and the sun sets to Lintao. The host is not acquainted, and the guest's heart is changed. Seeing the return of the battle, he knew the scholar Ma Hao. Ge Yu shines on Yagu, his voice is like the waves of the wind. Among Yin Zhenrong's brigades, his achievements competed to praise. Dedicated to the first level of Chen, the army cooks too fast. The captives are bound face-to-face, and the young and old follow their hair. The felt fur is covered with velvet, and the blood is eaten with a smell of mutton. The generals of the Han Dynasty are a trifling matter, and the people of Qin are free to work on their own. Immediately overlooking the Hong River, the startling wind blows the white Artemisia. Yuntun is cold and bitter, and the mountains are high in snow. At the end of the day when the far garrison is at the end of the day, the frontier beacon is connected with the bandit trenches. I am traveling in the rivers and seas, and I will flee with my heart when I die. Once a sense of recommendation, thousands of miles from the handsome. Flying Ming Gai Shulun, bowing to the Cao Cao. Yan Yan knew that there was something to be done, but Longquan did what he did. Xiangshi is ashamed to enter the curtain, and Huaixian is willing to go with him. Swipe the tail of the stag clearly, and hold the crab claws in full swing. This trip is not easy to pay, and Fang Yutao deeply understands it. The slight effect was unsuccessful, and he finally resigned from the saber."
边塞,高适,自淇涉黄河途中作十三首 其一,唐,川上常极目，世情今已闲。去帆带落日，征路随长山。亲友若云霄，可望不可攀。于兹任所惬，浩荡风波间。,Frontier fortress,high fitness,Composing one of thirteen poems on the way from Qi to the Yellow River,"Kawakami is often extremely eye-catching, and the world is now idle. Go to the sail to take the sunset, and follow the long mountain on the road. Relatives and friends are like clouds, which can be expected but unattainable. Yu Zi Ren is comfortable, amidst the mighty turmoil."
边塞,高适,自淇涉黄河途中作十三首 其二,唐,清晨泛中流，羽族满汀渚。黄鹄何处来，昂藏寡俦侣。飞鸣无人见，饮啄岂得所。云汉尔固知，胡为不轻举。,Frontier fortress,high fitness,"On the way from Qi to the Yellow River, two of the thirteen poems were composed","In the early morning, the pan-middle stream, the feather clan is full of Tingzhu. Where did Huang Hu come from? Angzang and his wife. No one sees Feiming, how can you get what you drink and peck. Yun Haner knew that Hu did not act lightly."
边塞,高适,自淇涉黄河途中作十三首 其三,唐,野人头尽白，与我忽相访。手持青竹竿，日暮淇水上。虽老美容色，虽贫亦闲放。钓鱼三十年，中心无所向。,Frontier fortress,high fitness,Composing thirteen poems on the way from Qi to the Yellow River,"The savage's head is completely white, and he suddenly visits me. Holding a green bamboo pole, Rimuqi is on the water. Although old and beautiful, although poor, he is also idle. After 30 years of fishing, the center has no direction."
边塞,高适,自淇涉黄河途中作十三首 其四,唐,南登滑台上，却望河淇间。竹树夹流水，孤城对远山。念兹川路阔，羡尔沙鸥闲。长想别离处，犹无音信还。,Frontier fortress,high fitness,Composing thirteen poems on the way from Qi to the Yellow River,"Nan boarded the skating platform, but looked at the river and Qi. Bamboo trees are sandwiched by flowing water, and the isolated city faces the distant mountains. Nianzichuan has a wide road, and Xianer Shagull is free. I have long wanted to leave, but there is still no news."
边塞,高适,自淇涉黄河途中作十三首 其五,唐,东入黄河水，茫茫汎纡直。北望太行山，峨峨半天色。山河相映带，深浅未可测。自昔有贤才，相逢不相识。,Frontier fortress,high fitness,Composing thirteen out of five poems on the way from Qi to the Yellow River,"The water of the Yellow River flows into the east, and it is vast and straight. Looking north at Taihang Mountain, E'e is half-sky. The mountains and rivers contrast with each other, and the depth is unpredictable. Since the past, there have been talented people who met each other but did not know each other."
