School,Author,Title,Dynasty,Content,School_e,Author_e,Title_e,Content_e
山水田园,孟浩然,初出关旅亭夜坐怀王大校书,唐,向夕槐烟起，葱茏池馆曛。客中无偶坐，关外惜离群。烛至萤光灭，荷枯雨滴闻。永怀芸阁友，寂寞滞扬云。,Landscape and pastoral,Meng Haoran,"When I first left the customs, I sat at night in the brigade and sat in the school letter of King Huai","In the evening, the locust tree smoke rises, and the verdant ponds and pavilions are closed. There is no spouse among the guests, but it is a pity to be out of the group outside the pass. Candle until the fluorescent light goes out, and the lotus dry raindrops smell. Friends of Yonghuaiyun Pavilion, lonely and stagnant."
山水田园,孟浩然,听郑五愔弹琴,唐,阮籍推名饮，清风满竹林。半酣下衫袖，拂拭龙唇琴。一杯弹一曲，不觉夕阳沈。予意在山水，闻之谐夙心。,Landscape and pastoral,Meng Haoran,Listen to Zheng Wumin playing the piano,"Ruan Ji recommends famous drinks, and the breeze fills the bamboo forest. Half drunk, he lowered his shirt sleeves and wiped the dragon lip piano. Playing a song with a cup, I don't feel the setting sun sinking. My intention is in the mountains and rivers, and I have heard it in harmony with my heart."
山水田园,孟浩然,岘山饯房琯崔宗之,唐,贵贱平生隔，轩车是日来。青阳一觏止，云路豁然开。祖道衣冠列，分亭驿骑催。方期九日聚，还待二星回。,Landscape and pastoral,Meng Haoran,Cui Zongzhi of Jianfangguan in Xianshan,"The noble and the humble are separated in life, and the Xuan car is coming. As soon as Qingyang stopped, the cloud road suddenly opened. The ancestral roads are lined up in clothes and crowns, and they are urged by pavilions and posthouses. The party is scheduled to gather on the ninth day, and it is still waiting for two stars to return."
山水田园,孟浩然,岘潭作,唐,石潭傍隈隩，沙岸晓夤缘。试垂竹竿钓，果得槎头鳊。美人骋金错，纤手脍红鲜。因谢陆内史，莼羹何足传。,Landscape and pastoral,Meng Haoran,Xian Tan Zuo,"The stone pool is next to Kuma, and the sandy shore is Xiaoyuan. Try fishing with a hanging bamboo pole, and you will get Chatou bream. The beauty is full of gold, and the hands are red and fresh. Thanks to the internal history of Lu, there is nothing to pass on the water shield soup."
山水田园,孟浩然,张七及辛大见寻南亭醉作,唐,山公能饮酒，居士好弹筝。世外交初得，林中契已并。纳凉风飒至，逃暑日将倾。便就南亭里，馀尊惜解酲。,Landscape and pastoral,Meng Haoran,Drunken work by Zhang Qi and Xin Dajian at Xunnan Pavilion,"Monkeys can drink, laymen are good at playing the zither. World diplomacy was first obtained, and Lin Zhongqi was merged. Enjoy the cool wind, and the summer will fall. Then in the south pavilion, Yu Zun regretted to let go."
山水田园,孟浩然,李少府与杨九再来,唐,弱岁早登龙，今来喜再逢。如何春月柳，犹忆岁寒松。烟火临寒食，笙歌达曙钟。喧喧斗鸡道，行乐羡朋从。,Landscape and pastoral,Meng Haoran,Li Shaofu and Yang Jiu come again,"If you are weak, you will ascend the dragon early, and we will meet again today. How spring moon willow, I still recall the old cold pine. The fireworks are facing the cold food, and the music and music reach the dawn bell. Noisy cockfighting road, carpe diem envy friends."
山水田园,孟浩然,李氏园林卧疾,唐,我爱陶家趣，园林无俗情。春雷百卉坼，寒食四邻清。伏枕嗟公干，归山羡子平。年年白社客，空滞洛阳城。,Landscape and pastoral,Meng Haoran,Lee's garden sickness,"love the fun of pottery, and the garden has no vulgarity. There are hundreds of flowers in the spring thunder, and the cold food is nearby. Lay your pillow on business, return to the mountain and envy Ziping. Every year, Baisheke stays empty in Luoyang City."
山水田园,孟浩然,闲园怀苏子,唐,林园虽少事，幽独自多违。向夕开帘坐，庭阴落景微。鸟过烟树宿，萤傍水轩飞。感念同怀子，京华去不归。,Landscape and pastoral,Meng Haoran,Xianyuanhuai Suzi,"Although there are few things in Lin Yuan, there are many violations when you are alone. Sitting with the curtains open in the evening, the courtyard is overcast and the scenery is slightly set. The bird flies over the smoke tree, and the firefly flies beside the water. Grateful for the same pregnant son, Jinghua will never return."
山水田园,孟浩然,京还赠张维,唐,拂衣何处去，高枕南山南。欲徇五斗禄，其如七不堪。早朝非晚起，束带异抽簪。因向智者说，游鱼思旧潭。,Landscape and pastoral,Meng Haoran,Beijing also presented Zhang Wei,"Where do you go when you brush your clothes? Sleep high in the south of Nanshan Mountain. If you want to give five Doulu, it's like seven unbearable. Get up early rather than late, wear different belts and hairpins. Because I said to the wise, swimming fish thinks about the old pond."
山水田园,孟浩然,和张二自穰县还途中遇雪,唐,风吹沙海雪，渐作柳园春。宛转随香骑，轻盈伴玉人。歌疑郢中客，态比洛川神。今日南归楚，双飞似入秦。,Landscape and pastoral,Meng Haoran,Encountered snow on the way back from Rang County with Zhang Er,"The wind blows the sand, sea and snow, and it gradually becomes the spring of Liuyuan. Reflexively follows the fragrant ride, and lightly accompanies the jade man. The song is suspicious of Ying Zhongke, and his attitude is better than that of Luochuan. Today the south returns to Chu, and Shuangfei seems to enter Qin."
山水田园,孟浩然,和张丞相春朝对雪,唐,迎气当春至，承恩喜雪来。润从河汉下，花逼艳阳开。不睹丰年瑞，焉知燮理才。撒盐如可拟，愿糁和羹梅。,Landscape and pastoral,Meng Haoran,Facing the Snow with Prime Minister Zhang Chunchao,"When the spring arrives, Chengen welcomes the snow. Run from the Milky Way, the flowers force the sun to bloom. If you don't see Fengnianrui, how can you know Xie Licai. Sprinkle salt as you can imagine, wish grits and soup plums."
山水田园,孟浩然,和张明府登鹿门作,唐,忽示登高作，能宽旅寓情。弦歌既多暇，山水思微清。草得风光动，虹因雨气成。谬承巴里和，非敢应同声。,Landscape and pastoral,Meng Haoran,Worked with Zhang Mingfu Denglumen,"Suddenly showing the work of ascending the heights, can travel broadly and express love. String songs are both free, and the landscape is slightly clear. The grass is beautiful, and the rainbow is formed by the rain. Misunderstanding Barry and, dare not agree."
山水田园,孟浩然,和贾主簿弁九日登岘山,唐,楚万重阳日，群公赏宴来。共乘休沐暇，同醉菊花杯。逸思高秋发，欢情落景催。国人咸寡和，遥愧洛阳才。,Landscape and pastoral,Meng Haoran,Climbed Mount Xian with Jia Zhubian on the 9th,"On the Double Ninth Day of Chu Wan, the public came to enjoy the banquet. Take a ride together to rest and relax, and get drunk with the chrysanthemum cup. Yisi Gao Qiufa, happy feelings fall to remind. The people of the country are salty and widowed, and they are ashamed of Luoyang's talents."
山水田园,孟浩然,夜泊牛渚趁薛八船不及,唐,星罗牛渚夕，风退鹢舟迟。浦溆尝同宿，烟波忽间之。榜歌空里失，船火望中疑。明发泛潮海，茫茫何处期。,Landscape and pastoral,Meng Haoran,"Mooring Niuzhu at night, taking advantage of Xue Bachuan's delay","Star Luo Niu Zhuxi, the wind retreats and the boat is late. Pu Xu tasted the same room, and the mist suddenly disappeared. The list song is lost in the air, and the boat fire is suspicious. Mingfa floods the sea, where is the vast expanse."
山水田园,孟浩然,夜泊庐江闻故人在东寺以诗寄之,唐,江路经庐阜，松门入虎溪。闻君寻寂乐，清夜宿招提。石镜山精怯，禅枝怖鸽栖。一灯如悟道，为照客心迷。,Landscape and pastoral,Meng Haoran,"Staying at Lujiang at night, hearing that the old man sent a poem to Dongsi Temple","Jiang Road passes through Lufu, and Songmen enters Huxi. I heard that you are looking for peace and happiness, and you can stay overnight in the Qing Dynasty. Shi Jingshan is timid, and the Zen branch is afraid of pigeons. A lamp is like enlightenment, and it is for the sake of the guest's mind."
山水田园,孟浩然,夜渡湘水,唐,客舟贪利涉，闇里渡湘川。露气闻芳杜，歌声识采莲。榜人投岸火，渔子宿潭烟。行侣时相问，浔阳何处边。,Landscape and pastoral,Meng Haoran,Crossing the Xiangshui River at night,"Passenger boats are greedy for profit and cross the Xiangchuan in secret. The dew smells Fangdu, and the singing knows the lotus. The people on the list throw themselves into the fire on the shore, and the fisherman sleeps in the smoke of the pool. When traveling together, I asked each other, where is Xunyang?"
山水田园,孟浩然,武陵泛舟,唐,武陵川路狭，前棹入花林。莫测幽源里，仙家信几深。水回青嶂合，云度绿溪阴。坐听闲猿啸，弥清尘外心。,Landscape and pastoral,Meng Haoran,Wuling boating,"Wulingchuan Road is narrow, and the front pole enters the flower forest. In the unpredictable secluded source, how deep is the faith of the immortal family. The water returns to the green peaks, and the clouds cover the green stream. Sit and listen to the whistling of the idle ape, clearing the heart of the dust."
山水田园,孟浩然,临涣裴明府席遇张十一房六,唐,河县柳林边，河桥晚泊船。文叨才子会，官喜故人连。笑语同今夕，轻肥异往年。晨风理归棹，吴楚各依然。,Landscape and pastoral,Meng Haoran,Linhuan Pei Mingfu Xi meets Zhang Shishi Fang Liu,"Beside the willow forest in He County, boats are berthed on the bridge at night. Wen Dao's meeting of talented scholars, Guan Xi's company of old friends. The laughter is the same as today, but the lightness and fatness are different from previous years. The morning breeze returns to Zhao, and Wu and Chu are still the same."
山水田园,孟浩然,南山下与老圃期种瓜,唐,樵牧南山近，林闾北郭赊。先人留素业，老圃作邻家。不种千株橘，惟资五色瓜。邵平能就我，开径剪蓬麻。,Landscape and pastoral,Meng Haoran,Planting melons at the foot of Nanshan Mountain and in old gardens,"Woodcutters and herdsmen are close to the South Mountain, Lin Lu is on the north and Guo is on credit. The ancestors stayed in the prime industry, and the old garden was the neighbor. Don't plant thousands of oranges, but invest in five-color melons. Shao Ping can just cut fluff and hemp for me."
山水田园,孟浩然,南还舟中寄袁太祝,唐,沿溯非便习，风波厌苦辛。忽闻迁谷鸟，来报五陵春。岭北回征棹，巴东问故人。桃源何处是，游子正迷津。,Landscape and pastoral,Meng Haoran,Returning the boat south to send Yuan Taizhu,"It is not easy to follow the trace, and the storm is tired of hardship. Suddenly heard the migrating valley bird, came to report the spring of Wuling. Lingbei went back to Zhengzhou, and Badong asked his old friend. Where is the Taoyuan, the wanderer is lost."
山水田园,孟浩然,姚开府山池,唐,主人新邸第，相国旧池台。馆是招贤辟，楼因教舞开。轩车人已散，箫管凤初来。今日龙门下，谁知文举才。,Landscape and pastoral,Meng Haoran,Yao Kaifu Shanchi,"The master's new mansion, Xiangguo's old pool and terrace. The museum is to recruit talents, and the building is opened because of teaching dance. Xuanche people have dispersed, and Xiao Guanfeng has just arrived. Under the Longmen today, who knows how to judge literary talent."
山水田园,孟浩然,春中喜王九相寻,唐,二月湖水清，家家春鸟鸣。林花扫更落，径草踏还生。酒伴来相命，开尊共解酲。当杯已入手，歌妓莫停声。,Landscape and pastoral,Meng Haoran,Happy King Jiu Xiangxun in Spring,"In February, the water of the lake is clear, and the birds sing in spring. The flowers in the forest are more falling, and the grass is still alive on the path. The wine companions come to meet each other, and open the statue to unravel the wine together. When the cup is in hand, the singing girls don't stop talking."
山水田园,孟浩然,春情,唐,青楼晓日珠帘映，红粉春妆宝镜催。已厌交欢怜枕席，相将游戏绕池台。坐时衣带萦纤草，行即裙裾扫落梅。更道明朝不当作，相期共斗管弦来。,Landscape and pastoral,Meng Haoran,passion,"The bead curtains of the brothel shine at dawn, and the mirror of pink spring makeup reminds me. I am tired of making love and pity pillow seats, so I will play games around the pool. When sitting, the clothes are entwined with slender grass, and when walking, the skirt sweeps the fallen plums. What's more, the Ming Dynasty didn't take it seriously, and they will fight together with each other."
山水田园,孟浩然,春意,唐,佳人能画眉，妆罢出帘帷。照水空自爱，折花将遗谁。春情多艳逸，春意倍相思。愁心极杨柳，一种乱如丝。,Landscape and pastoral,Meng Haoran,Spring,"A beautiful woman can thrush her eyebrows, and she can get out of the curtain after putting on makeup. According to the water and the sky, love yourself, who will lose the flowers. The love of spring is so beautiful, and the meaning of spring is more lovesick. Worrying willows, a kind of chaos like silk."
山水田园,孟浩然,洛中送奚三还扬州,唐,水国无边际，舟行共使风。羡君从此去，朝夕见乡中。予亦离家久，南归恨不同。音书若有问，江上会相逢。,Landscape and pastoral,Meng Haoran,Luozhong sends Xi San back to Yangzhou,"The country of water is boundless, and the boat travels with the wind. From then on, Mr. Xian went to see the village day and night. Yu has also been away from home for a long time, and he hates being different when he returns to the south. If there is any question about the audio book, we will meet each other on the river."
山水田园,孟浩然,洞庭湖寄阎九,唐,洞庭秋正阔，余欲泛归船。莫辨荆吴地，唯馀水共天。渺瀰江树没，合沓海潮连。迟尔为舟楫，相将济巨川。,Landscape and pastoral,Meng Haoran,Dongting Lake sends Yan Jiu,"Dongting is broad in autumn, and I want to go back to the boat. Don't distinguish between Jing and Wu, only the remaining water shares the sky. The Miao Mi River has no trees, and the sea tide connects together. Chier is a boat, and will help Juchuan."
山水田园,孟浩然,相和歌辞 大堤行,唐,大堤行乐处，车马相驰突。岁岁春草生，踏青二三月。王孙挟珠弹，游女矜罗袜。携手今莫同，江花为谁发。,Landscape and pastoral,Meng Haoran,The Embankment of Xianghe Geci,"On the embankment, chariots and horses gallop together. Spring grass grows every year, and it’s two or three months outing. The king and grandson carry pearl bombs, and the traveling girl wears socks. Joining hands is not the same today, who is Jianghua sending for?"
山水田园,孟浩然,秋日陪李侍御渡松滋江,唐,南纪西江阔，皇华御史雄。截流宁假楫，挂席自生风。僚采争攀鹢，鱼龙亦避骢。坐听白雪唱，翻入棹歌中。,Landscape and pastoral,Meng Haoran,Accompanying Li Shiyu across the Songzi River in autumn,"The Xijiang River in the South is broad, and Huanghua Yushixiong. Stopping the stream rather than leaving the oars, and hanging the mats to generate wind. Liaocai compete to climb the bird, and fish and dragons also avoid it. Sit and listen to Bai Xue singing, and turn into Ouge's song."
山水田园,孟浩然,秋登张明府海亭,唐,海亭秋日望，委曲见江山。染翰聊题壁，倾壶一解颜。歌逢彭泽令，归赏故园间。予亦将琴史，栖迟共取闲。,Landscape and pastoral,Meng Haoran,Qiudeng Zhang Mingfu Haiting,"Looking at Haiting in autumn, I can barely see the mountains and rivers. Ranhan chatted with the wall, poured the pot to relieve his face. The song meets Peng Zeling, and returns to the hometown. I will also share the history of Qin, live late and take leisure together."
山水田园,孟浩然,美人分香,唐,艳色本倾城，分香更有情。髻鬟垂欲解，眉黛拂能轻。舞学平阳态，歌翻子夜声。春风狭斜道，含笑待逢迎。,Landscape and pastoral,Meng Haoran,beauty share,"The beauty is alluring, and the fragrance is more affectionate. The bun is hanging down, and the eyebrows can be lightened by brushing. The dance learns the Pingyang posture, and the song turns over the midnight sound. The spring breeze narrows the ramp, and you are welcome with a smile."
山水田园,孟浩然,赴京途中遇雪,唐,迢递秦京道，苍茫藏暮天。穷阴连晦朔，积雪满山川。落雁迷沙渚，饥乌集野田。客愁空伫立，不见有人烟。,Landscape and pastoral,Meng Haoran,Encountered snow on the way to Beijing,"Died to Qin Jingdao, the sky is boundless and hidden. Poor and cloudy and even dark, the mountains and rivers are covered with snow. Falling geese are lost in Shazhu, and hungry birds gather in Noda. Kechoukong stood there, but no one was seen."
山水田园,孟浩然,送元公之鄂渚寻观主张骖鸾,唐,桃花春水涨，之子忽乘流。岘首辞蛟浦，江中问鹤楼。赠君青竹杖，送尔白蘋洲。应是神仙子，相期汗漫游。,Landscape and pastoral,Meng Haoran,Send Yuan Gong's Ezhu Xunguan to Advocate Heluan,"The peach blossoms spring and the water rises, and the son suddenly rides the flow. Xianshou said goodbye to Jiaopu, and asked about the Crane Tower in the middle of the river. Give you a green bamboo stick, and send Erbai Pingzhou. It should be a fairy, roaming in Xiangqi Khan."
山水田园,孟浩然,送王大校书,唐,导漾自嶓冢，东流为汉川。维桑君有意，解缆我开筵。云雨从兹别，林端意渺然。尺书能不吝，时望鲤鱼传。,Landscape and pastoral,Meng Haoran,Send Wang's school letter,"Guiyang flows from the tomb, and flows eastward to Hanchuan. Mr. Weisang is interested, let me have a feast. Clouds and rains are farewell, but Lin Duan feels insignificant. If you don't hesitate to write on the ruler, you can always look forward to the biography of the carp."
山水田园,孟浩然,送吴宣从事,唐,才有幕中士，宁无塞上勋。汉兵将灭虏，王粲始从军。旌旆边庭去，山川地脉分。平生一匕首，感激赠夫君。,Landscape and pastoral,Meng Haoran,Send Wu Xuan to work,"There is a sergeant in the curtain, and Ning Wushangxun. The Han soldiers were about to destroy the captives, and Wang Can began to join the army. Going to the side courtyard of the jingle, the mountains and rivers are divided. A dagger in my life, thank you for giving it to your husband."
山水田园,孟浩然,送吴悦游韶阳,唐,五色怜凤雏，南飞适鹧鸪。楚人不相识，何处求椅梧。去去日千里，茫茫天一隅。安能与斥鴳，决起但枪榆。,Landscape and pastoral,Meng Haoran,Send Wu Yue to Shaoyang,"The five colors pity the chicks of the phoenix, and the south is suitable for the partridge. The Chu people don't know each other, so where can I ask for a chair? Thousands of miles away, a corner of the vast sky. An Neng and Rebuke, but the gun elm will fight."
山水田园,孟浩然,送告八从军,唐,男儿一片气，何必五车书。好勇方过我，多才便起予。运筹将入幕，养拙就闲居。正待功名遂，从君继两疏。,Landscape and pastoral,Meng Haoran,Send a message to the Eight Congjun,"The man is so angry, why bother to write five carts. If you are brave, you will pass me, and if you are talented, you will give. The planning will enter the curtain, and the poor will live at home. Just waiting for fame and fame, follow the king and follow the two."
山水田园,孟浩然,送张子容进士赴举,唐,夕曛山照灭，送客出柴门。惆怅野中别，殷勤岐路言。茂林予偃息，乔木尔飞翻。无使谷风诮，须令友道存。,Landscape and pastoral,Meng Haoran,Send Zhang Zirong Jinshi to the examination,"Sunshine Mountain is illuminated, and the guests are sent out of Chaimen. Melancholy farewell in the wild, courteous Qi Luyan. The lush forest died down, and Qiao Muer flew over. If you don't want to make Gu Feng blame you, you must keep your friends alive."
山水田园,孟浩然,送张参明经举兼向泾州觐省,唐,十五綵衣年，承欢慈母前。孝廉因岁贡，怀橘向秦川。四座推文举，中郎许仲宣。泛舟江上别，谁不仰神仙。,Landscape and pastoral,Meng Haoran,Send Zhang Canming's scriptures and go to Jingzhou to visit the province,"Fifteen years of Caiyi, in front of Cheng Huan's loving mother. Xiao Lian was pregnant with oranges to Qin Chuan because of the tribute at his age. Four tweets, Zhonglang Xu Zhongxuan. Don't go boating on the river, who doesn't look up to the gods."
边塞,高适,淇上酬薛三据兼寄郭少府微,唐,自从别京华，我心乃萧索。十年守章句，万事空寥落。北上登蓟门，茫茫见沙漠。倚剑对风尘，慨然思卫霍。拂衣去燕赵，驱马怅不乐。天长沧洲路，日暮邯郸郭。酒肆或淹留，渔潭屡栖泊。独行备艰险，所见穷善恶。永愿拯刍荛，孰云干鼎镬。皇情念淳古，时俗何浮薄。理道资任贤，安人在求瘼。故交负灵奇，逸气抱謇谔。隐轸经济具，纵横建安作。才望忽先鸣，风期无宿诺。飘飖劳州县，迢递限言谑。东驰眇贝丘，西顾弥虢略。淇水徒自流，浮云不堪托。吾谋适可用，天路岂寥廓。不然买山田，一身与耕凿。且欲同鹪鹩，焉能志鸿鹄。,Frontier fortress,high fitness,Qishang rewarded Xue Sanzhao and sent it to Guo Shaofu's Weibo,"Ever since I left Jinghua, my heart has been bleak. After ten years of keeping the rules and regulations, everything is empty. Going north to Jimen, you can see the desert. Leaning on the sword and facing the wind and dust, thinking about Wei Huo with great emotion. Fuyi went to Yanzhao, driving the horse sad. The sky is long Cangzhou Road, and the sun is setting in Handan Guo. Wine shops may be submerged, and fishing ponds are repeatedly inhabited. Walking alone prepares for hardships and dangers, and sees the poor, the good and the evil. Willing to save the grass forever, who can do the wok. The emperor's love is pure and ancient, and the customs are so frivolous. Reasonable people are worthy of appointment, and Anren is begging for help. Therefore, the spirit is strange, and the Yiqi is full of humility. Hidden Zhen economic tools, vertical and horizontal construction and security work. Only when we look forward to the first sound suddenly, there is no promise in the wind period. Floating in Laozhou County, the limit of delivery is limited. Chi Beiqiu in the east, Gulue in the west. The Qi water flows by itself, and the floating clouds are unbearable. My plan is suitable and usable, but the road to heaven is so limited. Otherwise, if you buy a mountain field, you will be able to farm and chisel all over your body. And if you want to be the same as the wren, how can you be ambitious."
边塞,高适,酬鸿胪裴主簿雨后睢阳北楼见赠之作,唐,暮霞照新晴，归云犹相逐。有怀晨昏暇，想见登眺目。问礼侍彤襜，题诗访茅屋。高楼多古今，陈事满陵谷。地久微子封，台馀孝王筑。裴回顾霄汉，豁达俯川陆。远水对孤城，长天向乔木。公门何清静，列戟森已肃。不叹携手稀，常思著鞭速。终当拂羽翰，轻举随鸿鹄。,Frontier fortress,high fitness,Remuneration for Honglu Pei Master Book A gift from Suiyang North Tower after the rain,"The evening glow shines on the new sky, and the returning clouds are still chasing each other. In the morning and twilight, I want to see Deng Tiaomu. Ask about Li Shitong, write poems and visit thatched huts. There are many tall buildings, ancient and modern, and old things are full of mausoleums. Dijiuwei Zifeng, Taiyu Xiaowang built. Looking back at Xiaohan, Pei looked down on Chuanlu with an open mind. The distant water faces the lonely city, and the long sky faces the trees. How quiet is the Gongmen, and Lie Jisen has been suppressed. Don't sigh hand in hand, often think about the speed of the whip. In the end, when you are flying feathers, you will follow the swan lightly."
边塞,高适,九曲词三首 其一,唐,许国从来彻庙堂，连年不为在疆场。将军天上封侯印，御史台中异姓王。,Frontier fortress,high fitness,One of three songs with nine lyrics,"Xu Guo has always been in the temple, and he has not been on the battlefield for years. The general seals Hou Yin in the sky, and the censor Taizhong has a different surname Wang."
边塞,高适,九曲词三首 其二,唐,万骑争歌杨柳春，千场对舞绣骐驎。到处尽逢欢洽事，相看总是太平人。,Frontier fortress,high fitness,The second of three songs with nine lyrics,"Thousands of riders compete to sing willow spring, and thousands of dances dance to embroidered Qi. Everywhere is full of joy and business, and they are always peaceful people."
边塞,高适,九曲词三首 其三,唐,铁骑横行铁岭头，西看逻逤取封侯。青海只今将饮马，黄河不用更防秋。,Frontier fortress,high fitness,Nine songs and lyrics three out of three,"The iron cavalry ran rampant at Tielingtou, looking west at Luolu and taking the title of Marquis. Qinghai will only drink horses today, and the Yellow River will not need to prevent autumn."
边塞,高适,玉真公主歌 其一,唐,常言龙德本天仙，谁谓仙人每学仙。更道玄元指李日，多于王母种桃年。,Frontier fortress,high fitness,Song of Princess Yuzhen Part 1,"As the saying goes, Longde is originally an immortal, and whoever calls an immortal learns from an immortal. It is more said that Xuanyuan refers to Li Ri, which is more than the year when the Queen Mother grows peaches."
边塞,高适,玉真公主歌 其二,唐,仙宫仙府有真仙，天宝天仙秘莫传。为问轩皇三百岁，何如大道一千年。,Frontier fortress,high fitness,Song of Princess Yuzhen Part 2,"There are real immortals in the Immortal Palace and Immortal Mansion, but the secrets of Tianbao and Tianxian cannot be passed on. In order to ask Xuanhuang three hundred years old, how is it like a thousand years of Taoism."
边塞,高适,田家春望,唐,出门何所见，春色满平芜。可叹无知己，高阳一酒徒。,Frontier fortress,high fitness,Tian Jiachun Wang,"What can I see when I go out, the spring is full of flatness. It's a pity that I have no confidant, and Gao Yang is a drunkard."
边塞,高适,别董大二首 其一,唐,十里黄云白日曛，北风吹雁雪纷纷。莫愁前路无知己，天下谁人不识君。,Frontier fortress,high fitness,Don't be the first of Dong Daer,"Ten miles of yellow clouds and white sun, the north wind blows geese and snow. Don't worry about having no confidant in the future, no one in the world knows the king."
边塞,高适,别董大二首 其二,唐,六翮飘飖私自怜，一离京洛十馀年。丈夫贫贱应未足，今日相逢无酒钱。,Frontier fortress,high fitness,Don't be Dong Daer's first and second,"Liu Hepiaoxi pityed himself privately, and one left Jingluo for more than ten years. The husband should be rich and humble, and we meet today without money for wine."
边塞,高适,听张立本女吟,唐,危冠广袖楚宫妆，独步闲庭逐夜凉。自把玉钗敲砌竹，清歌一曲月如霜。,Frontier fortress,high fitness,Listen to Zhang Liben's female singing,"The dangerous crown and wide sleeves make up the palace of Chu, and walk alone in the courtyard to chase the coolness of the night. Since the jade hairpin was knocked to build bamboo, the Qing song is like the moon like frost."
边塞,高适,闲居,唐,柳色惊心事，春风厌索居。方知一杯酒，犹胜百家书。,Frontier fortress,high fitness,idle,"The willow color is frightening, and the spring breeze is tired of living alone. I know that a glass of wine is better than a hundred books."
边塞,高适,和王七玉门关听吹笛,唐,胡人吹笛戍楼间，楼上萧条海月闲。借问落梅凡几曲，从风一夜满关山。,Frontier fortress,high fitness,Close the gate with Wang Qiyu and listen to the flute,"The barbarian plays the flute and guards the building, and the upstairs is depressed and the moon is idle. Let me ask Luo Meifan a few songs, and the wind will fill Guanshan overnight."
边塞,高适,咏史,唐,尚有绨袍赠，应怜范叔寒。不知天下士，犹作布衣看。,Frontier fortress,high fitness,yongshi,"There is still a gift of Tipao, and I should pity Fan Shuhan. I don't know the soldiers of the world, but I still look like a commoner."
边塞,高适,封丘作,唐,州县才难适，云山道欲穷。揣摩惭黠吏，栖隐谢愚公。,Frontier fortress,high fitness,Feng Qiuzuo,"It is difficult for prefectures and counties to adapt, and Yunshan Road wants to be poor. Try to figure out the shy officials, and thank Yugong for hiding."
边塞,高适,送兵到蓟北,唐,积雪与天迥，屯军连塞愁。谁知此行迈，不为觅封侯。,Frontier fortress,high fitness,Send troops to Jibei,"The accumulated snow is far from the sky, and the troops stationed in the army are worried. Who knows that this trip is not for seeking a title."
边塞,高适,送李少府时在客舍作,唐,相逢旅馆意多违，暮雪初晴候雁飞。主人酒尽君未醉，薄暮途遥归不归。,Frontier fortress,high fitness,When sending Li Shaofu to work in the guest house,"It's so unreasonable to meet in a hotel, and the wild geese are waiting for the snow at dusk and the dawn of sunshine. The master is exhausted and the king is not drunk, and the evening journey is far away and he will not return."
边塞,高适,送桂阳孝廉,唐,桂阳年少西入秦，数经甲科犹白身。即今江海一归客，他日云霄万里人。,Frontier fortress,high fitness,Send Guiyang Xiaolian,"Guiyang went west to Qin when he was young, and his body was still white after several classics. That is to say, once Jianghai returns as a guest, there will be thousands of people in the sky in the future."
边塞,高适,闺情（为落殊蕃陈上相知人）,唐,自从沦落到天涯，一片真心恋着查。憔悴不缘思旧国，行啼只是为冤家。,Frontier fortress,high fitness,boudoir love,"Since falling to the end of the world, I have been really in love with Cha. Haggard does not miss the old country, and weeps only for enemies."
边塞,高适,闺情（为落殊蕃陈上相知人） 其一 闺情,唐,相随万里泣胡风，疋偶将期一世终。早知中路生离别，悔不深怜沙碛中。,Frontier fortress,high fitness,Boudoir love (for Luo Shufan Chen Shangxiang acquaintance) one boudoir love,"Accompanied by thousands of miles of weeping Hu Feng, I will live forever. If I knew that the middle road was parting, I regret not deeply pity the sandy moraine."
边塞,高适,闺情（为落殊蕃陈上相知人） 其二 闺情,唐,不须推道委人猜，只是君心自不开。今夜闺门凭莫闭，孤魂拟向梦中来。,Frontier fortress,high fitness,Boudoir love (for Luo Shufan Chen Shangxiang acquaintance) The second boudoir love,"There is no need to push the truth and ask others to guess, it's just that the king can't open his mind. Tonight, the door of the boudoir must not be closed, and the lonely soul intends to come to the dream."
边塞,高适,闺情（为落殊蕃陈上相知人） 其三 闺情,唐,祗今桃李正堪攀，所恨枝高引手难。原君垂下方便叶，袖卷将归看复看。,Frontier fortress,high fitness,"Boudoir love (for Luo Shufan, Chen Shangxiang's acquaintance) The third boudoir love","Only now peaches and plums are just about to be climbed, but it's hard to get the hated branches high. Mr. Yuan hangs down the handy leaf, and the sleeve scroll will return and look again."
边塞,高适,闺情（为落殊蕃陈上相知人） 其四 闺情,唐,自处长信宫，每向孤灯泣。闺门镇不开，梦从何处入。,Frontier fortress,high fitness,Boudoir love (for Luo Shufan Chen Shangxiang acquaintance) The fourth boudoir love,"From Director Xingong, weep to the lonely lamp every time. The boudoir gate is closed, where can the dream come from?"
边塞,高适,除夜作,唐,旅馆寒灯独不眠，客心何事转悽然。故乡今夜思千里，愁鬓明朝又一年。,Frontier fortress,high fitness,masterpiece,"The hotel is cold and the lights are alone and sleepless, and the guest's heart is sad. My hometown is thinking about thousands of miles tonight, and I am worried about the Ming Dynasty for another year."
边塞,高适,逢谢偃,唐,红颜怆为别，白发始相逢。唯馀昔时泪，无复旧时容。,Frontier fortress,high fitness,Xie Yan,"The red face is sad to say goodbye, and the white hair begins to meet. Only the tears of the past remain, and there is no reminiscence of the old days."
